Z_real,Z_imag,Spectrum_Number,Frequency_Hz
2.999991113522e+01,-3.701182806272e-04,0,1.000000000000e-02
1.031808717708e+01,-1.122453146596e+00,1,1.000000000000e+05
1.043815197864e+01,-1.473490335649e+00,1,7.196856730012e+04
1.060916873547e+01,-1.928760217497e+00,1,5.179474679231e+04
1.085555537662e+01,-2.514319605617e+00,1,3.727593720315e+04
1.121397536571e+01,-3.258156011234e+00,1,2.682695795280e+04
1.173840507319e+01,-4.185439675206e+00,1,1.930697728883e+04
1.250503162029e+01,-5.308540550057e+00,1,1.389495494373e+04
1.361311527980e+01,-6.609335511663e+00,1,1.000000000000e+04
1.517359268864e+01,-8.013937805511e+00,1,7.196856730012e+03
1.727407867701e+01,-9.369136696120e+00,1,5.179474679231e+03
1.991713247262e+01,-1.044567844683e+01,1,3.727593720315e+03
2.295939355292e+01,-1.099905576658e+01,1,2.682695795280e+03
2.611310387980e+01,-1.088080043613e+01,1,1.930697728883e+03
2.904477255564e+01,-1.012397359557e+01,1,1.389495494373e+03
3.150970596355e+01,-8.923087505365e+00,1,1.000000000000e+03
3.341895771474e+01,-7.528353118597e+00,1,7.196856730012e+02
3.481221178797e+01,-6.146425291433e+00,1,5.179474679231e+02
3.579085652824e+01,-4.901627744891e+00,1,3.727593720315e+02
3.646434898429e+01,-3.845631395156e+00,1,2.682695795280e+02
3.692447734142e+01,-2.983572015534e+00,1,1.930697728883e+02
3.723938921826e+01,-2.297128898490e+00,1,1.389495494373e+02
3.745651763028e+01,-1.759360646464e+00,1,1.000000000000e+02
3.760780036222e+01,-1.342595935912e+00,1,7.196856730012e+01
3.771443990053e+01,-1.021949857712e+00,1,5.179474679231e+01
3.779048323872e+01,-7.764791439773e-01,1,3.727593720315e+01
3.784529029382e+01,-5.892071771890e-01,1,2.682695795280e+01
3.788516401958e+01,-4.466829523888e-01,1,1.930697728883e+01
3.791440522399e+01,-3.384024928423e-01,1,1.389495494373e+01
3.793599059763e+01,-2.562412786842e-01,1,1.000000000000e+01
3.795200954389e+01,-1.939558192561e-01,1,7.196856730012e+00
3.796394797710e+01,-1.467696286594e-01,1,5.179474679231e+00
3.797287500600e+01,-1.110400739591e-01,1,3.727593720315e+00
3.797956758103e+01,-8.399550173330e-02,1,2.682695795280e+00
3.798459506920e+01,-6.353043650210e-02,1,1.930697728883e+00
3.798837757228e+01,-4.804737917056e-02,1,1.389495494373e+00
3.799122676033e+01,-3.633532095723e-02,1,1.000000000000e+00
3.799337486352e+01,-2.747683910374e-02,1,7.196856730012e-01
3.799499550873e+01,-2.077726144097e-02,1,5.179474679231e-01
3.799621885092e+01,-1.571077416795e-02,1,3.727593720315e-01
3.799714265630e+01,-1.187948508919e-02,1,2.682695795280e-01
3.799784047706e+01,-8.982364217858e-03,1,1.930697728883e-01
3.799836771479e+01,-6.791698947556e-03,1,1.389495494373e-01
3.799876613762e+01,-5.135257252861e-03,1,1.000000000000e-01
3.799906725710e+01,-3.882781648847e-03,1,7.196856730012e-02
3.799929485934e+01,-2.935766118546e-03,1,5.179474679231e-02
3.799946690623e+01,-2.219720115583e-03,1,3.727593720315e-02
3.799959696563e+01,-1.678315787050e-03,1,2.682695795280e-02
3.799969528867e+01,-1.268960658205e-03,1,1.930697728883e-02
3.799976962190e+01,-9.594489941784e-04,1,1.389495494373e-02
3.799982581997e+01,-7.254292513826e-04,1,1.000000000000e-02
1.030881769661e+01,-1.128051974082e+00,2,1.000000000000e+05
1.042227076322e+01,-1.483587547618e+00,2,7.196856730012e+04
1.058217812961e+01,-1.947085500259e+00,2,5.179474679231e+04
1.081021595878e+01,-2.547787184139e+00,2,3.727593720315e+04
1.113911103596e+01,-3.319594963449e+00,2,2.682695795280e+04
1.161794132534e+01,-4.298489772369e+00,2,1.930697728883e+04
1.231873927895e+01,-5.515894612807e+00,2,1.389495494373e+04
1.334256837622e+01,-6.984967648233e+00,2,1.000000000000e+04
1.481962321400e+01,-8.676748299531e+00,2,7.196856730012e+03
1.689217047490e+01,-1.048705200304e+01,2,5.179474679231e+03
1.966584885356e+01,-1.220784654553e+01,2,3.727593720315e+03
2.312789324549e+01,-1.353739602601e+01,2,2.682695795280e+03
2.707305121212e+01,-1.416683310743e+01,2,1.930697728883e+03
3.111779757058e+01,-1.392560918837e+01,2,1.389495494373e+03
3.483756899627e+01,-1.288097463656e+01,2,1.000000000000e+03
3.793633861443e+01,-1.129728348490e+01,2,7.196856730012e+02
4.031963318909e+01,-9.495285586909e+00,2,5.179474679231e+02
4.205050877078e+01,-7.730878960195e+00,2,3.727593720315e+02
4.326290487636e+01,-6.153236763174e+00,2,2.682695795280e+02
4.409621052259e+01,-4.821156232042e+00,2,1.930697728883e+02
4.466542607742e+01,-3.737008006626e+00,2,1.389495494373e+02
4.505520844480e+01,-2.875422999390e+00,2,1.000000000000e+02
4.532421643228e+01,-2.201325289439e+00,2,7.196856730012e+01
4.551186156227e+01,-1.679361889735e+00,2,5.179474679231e+01
4.564429039128e+01,-1.278016880349e+00,2,3.727593720315e+01
4.573883036935e+01,-9.708925834433e-01,2,2.682695795280e+01
4.580703755629e+01,-7.366515423554e-01,2,1.930697728883e+01
4.585670348824e+01,-5.584174930960e-01,2,1.389495494373e+01
4.589315223610e+01,-4.230268433038e-01,2,1.000000000000e+01
4.592007404713e+01,-3.203058060621e-01,2,7.196856730012e+00
4.594006275803e+01,-2.424402287286e-01,2,5.179474679231e+00
4.595496532414e+01,-1.834542360468e-01,2,3.727593720315e+00
4.596611206795e+01,-1.387917244518e-01,2,2.682695795280e+00
4.597447065960e+01,-1.049866480730e-01,2,1.930697728883e+00
4.598075076696e+01,-7.940640464524e-02,2,1.389495494373e+00
4.598547633185e+01,-6.005374905097e-02,2,1.000000000000e+00
4.598903625177e+01,-4.541475312982e-02,2,7.196856730012e-01
4.599172041127e+01,-3.434257611363e-02,2,5.179474679231e-01
4.599374560722e+01,-2.596886695610e-02,2,3.727593720315e-01
4.599527439340e+01,-1.963637080424e-02,2,2.682695795280e-01
4.599642889416e+01,-1.484774349262e-02,2,1.930697728883e-01
4.599730099952e+01,-1.122672013771e-02,2,1.389495494373e-01
4.599795993082e+01,-8.488680865507e-03,2,1.000000000000e-01
4.599845787926e+01,-6.418353599197e-03,2,7.196856730012e-02
4.599883422233e+01,-4.852931293415e-03,2,5.179474679231e-02
4.599911868504e+01,-3.669293330352e-03,2,3.727593720315e-02
4.599933371474e+01,-2.774335929718e-03,2,2.682695795280e-02
4.599949626793e+01,-2.097656614626e-03,2,1.930697728883e-02
4.599961915627e+01,-1.586020472168e-03,2,1.389495494373e-02
4.599971206138e+01,-1.199174703803e-03,2,1.000000000000e-02
1.030284337838e+01,-1.131542192893e+00,3,1.000000000000e+05
1.041198613696e+01,-1.489851882942e+00,3,7.196856730012e+04
1.056457975642e+01,-1.958395703314e+00,3,5.179474679231e+04
1.078036081548e+01,-2.568338203760e+00,3,3.727593720315e+04
1.108909162760e+01,-3.357168350313e+00,3,2.682695795280e+04
1.153567314527e+01,-4.367517358898e+00,3,1.930697728883e+04
1.218715217352e+01,-5.642907400322e+00,3,1.389495494373e+04
1.314097282486e+01,-7.217619056185e+00,3,1.000000000000e+04
1.453128432863e+01,-9.096746813198e+00,3,7.196856730012e+03
1.652485197813e+01,-1.122331180224e+01,3,5.179474679231e+03
1.929096367917e+01,-1.343662983833e+01,3,3.727593720315e+03
2.292911016360e+01,-1.544543927057e+01,3,2.682695795280e+03
2.736371989559e+01,-1.686328044327e+01,3,1.930697728883e+03
3.227374769997e+01,-1.734174542604e+01,3,1.389495494373e+03
3.715428487207e+01,-1.674847491999e+01,3,1.000000000000e+03
4.151261945284e+01,-1.524646184962e+01,3,7.196856730012e+02
4.505464465870e+01,-1.319725410003e+01,3,5.179474679231e+02
4.772896930338e+01,-1.098160720830e+01,3,3.727593720315e+02
4.964763040947e+01,-8.876580803002e+00,3,2.682695795280e+02
5.098232938322e+01,-7.029557707771e+00,3,1.930697728883e+02
5.189708778527e+01,-5.488717521893e+00,3,1.389495494373e+02
5.252192887495e+01,-4.244396396741e+00,3,1.000000000000e+02
5.295056827468e+01,-3.260538033474e+00,3,7.196856730012e+01
5.324722655700e+01,-2.493359836475e+00,3,5.179474679231e+01
5.345483405635e+01,-1.900662160324e+00,3,3.727593720315e+01
5.360183572504e+01,-1.445628864784e+00,3,2.682695795280e+01
5.370710442791e+01,-1.097790610594e+00,3,1.930697728883e+01
5.378326117473e+01,-8.326955568464e-01,3,1.389495494373e+01
5.383884624215e+01,-6.310919318045e-01,3,1.000000000000e+01
5.387971866860e+01,-4.780078581771e-01,3,7.196856730012e+00
5.390995584258e+01,-3.618951483279e-01,3,5.179474679231e+00
5.393243459135e+01,-2.738962662551e-01,3,3.727593720315e+00
5.394921035710e+01,-2.072439818842e-01,3,2.682695795280e+00
5.396176799753e+01,-1.567824224200e-01,3,1.930697728883e+00
5.397119026708e+01,-1.185912312135e-01,3,1.389495494373e+00
5.397827284824e+01,-8.969382586452e-02,3,1.000000000000e+00
5.398360414869e+01,-6.783260459431e-02,3,7.196856730012e-01
5.398762148370e+01,-5.129662712583e-02,3,5.179474679231e-01
5.399065116102e+01,-3.879000257227e-02,3,3.727593720315e-01
5.399293741118e+01,-2.933163235345e-02,3,2.682695795280e-01
5.399466346998e+01,-2.217898448324e-02,3,1.930697728883e-01
5.399596706478e+01,-1.677022057937e-02,3,1.389495494373e-01
5.399695186320e+01,-1.268030263023e-02,3,1.000000000000e-01
5.399769598023e+01,-9.587728379983e-03,3,7.196856730012e-02
5.399825832503e+01,-7.249336232490e-03,3,5.179474679231e-02
5.399868335079e+01,-5.481230395572e-03,3,3.727593720315e-02
5.399900461810e+01,-4.144344272547e-03,3,2.682695795280e-02
5.399924747311e+01,-3.133516936689e-03,3,1.930697728883e-02
5.399943106343e+01,-2.369229318600e-03,3,1.389495494373e-02
5.399956985697e+01,-1.791353374714e-03,3,1.000000000000e-02
1.029867333550e+01,-1.133924581116e+00,4,1.000000000000e+05
1.040478599512e+01,-1.494112809311e+00,4,7.196856730012e+04
1.055220718763e+01,-1.966058069642e+00,4,5.179474679231e+04
1.075924373867e+01,-2.582201993807e+00,4,3.727593720315e+04
1.105339902455e+01,-3.382413792298e+00,4,2.682695795280e+04
1.147619685947e+01,-4.413760044840e+00,4,1.930697728883e+04
1.209012112467e+01,-5.727950263365e+00,4,1.389495494373e+04
1.298769142375e+01,-7.374002129094e+00,4,1.000000000000e+04
1.430101032459e+01,-9.382196469826e+00,4,7.196856730012e+03
1.620594364571e+01,-1.173456187148e+01,4,5.179474679231e+03
1.890754681706e+01,-1.432032576817e+01,4,3.727593720315e+03
2.258601113864e+01,-1.688862589801e+01,4,2.682695795280e+03
2.729092327251e+01,-1.903867896420e+01,4,1.930697728883e+03
3.281962500251e+01,-2.030693293766e+01,4,1.389495494373e+03
3.868542943500e+01,-2.036155406309e+01,4,1.000000000000e+03
4.426524152935e+01,-1.918724526237e+01,4,7.196856730012e+02
4.905243494907e+01,-1.709455659788e+01,4,5.179474679231e+02
5.281918781032e+01,-1.454444021500e+01,4,3.727593720315e+02
5.559795208217e+01,-1.194815386050e+01,4,2.682695795280e+02
5.756258570452e+01,-9.569911588257e+00,4,1.930697728883e+02
5.891884700441e+01,-7.530737455308e+00,4,1.389495494373e+02
5.984605968715e+01,-5.854588049795e+00,4,1.000000000000e+02
6.048003868169e+01,-4.513921122294e+00,4,7.196856730012e+01
6.091632227172e+01,-3.460531528808e+00,4,5.179474679231e+01
6.121957337474e+01,-2.642561356935e+00,4,3.727593720315e+01
6.143279804937e+01,-2.012402174101e+00,4,2.682695795280e+01
6.158447886154e+01,-1.529541633077e+00,4,1.930697728883e+01
6.169356196448e+01,-1.160926903678e+00,4,1.389495494373e+01
6.177277322718e+01,-8.802636948949e-01,4,1.000000000000e+01
6.183077045707e+01,-6.669650395435e-01,4,7.196856730012e+00
6.187352759077e+01,-5.050797971024e-01,4,5.179474679231e+00
6.190522551709e+01,-3.823353180793e-01,4,3.727593720315e+00
6.192882955589e+01,-2.893347976015e-01,4,2.682695795280e+00
6.194646821857e+01,-2.189078373993e-01,4,1.930697728883e+00
6.195968526228e+01,-1.655962165001e-01,4,1.389495494373e+00
6.196961011830e+01,-1.252523387640e-01,4,1.000000000000e+00
6.197707501011e+01,-9.472856254412e-02,4,7.196856730012e-01
6.198269669782e+01,-7.163837020974e-02,4,5.179474679231e-01
6.198693435198e+01,-5.417358509414e-02,4,3.727593720315e-01
6.199013104591e+01,-4.096492952264e-02,4,2.682695795280e-01
6.199254382491e+01,-3.097589289736e-02,4,1.930697728883e-01
6.199436569349e+01,-2.342208928717e-02,4,1.389495494373e-01
6.199574181063e+01,-1.771005913721e-02,4,1.000000000000e-01
6.199678148902e+01,-1.339086975784e-02,4,7.196856730012e-02
6.199756712685e+01,-1.012496022924e-02,4,5.179474679231e-02
6.199816088028e+01,-7.655519476989e-03,4,3.727593720315e-02
6.199860966245e+01,-5.788334051569e-03,4,2.682695795280e-02
6.199894889665e+01,-4.376537758216e-03,4,1.930697728883e-02
6.199920533906e+01,-3.309073323555e-03,4,1.389495494373e-02
6.199939920426e+01,-2.501964000882e-03,4,1.000000000000e-02
1.029559780083e+01,-1.135653748053e+00,5,1.000000000000e+05
1.039946475489e+01,-1.497197142240e+00,5,7.196856730012e+04
1.054303696701e+01,-1.971587215392e+00,5,5.179474679231e+04
1.074352837805e+01,-2.592171302246e+00,5,3.727593720315e+04
1.102668003973e+01,-3.400502877274e+00,5,2.682695795280e+04
1.143128865322e+01,-4.446790050423e+00,5,1.930697728883e+04
1.201590776389e+01,-5.788580658554e+00,5,1.389495494373e+04
1.286812840398e+01,-7.485576947052e+00,5,1.000000000000e+04
1.411576786845e+01,-9.586936095191e+00,5,7.196856730012e+03
1.593615671196e+01,-1.210580844379e+01,5,5.179474679231e+03
1.855297900267e+01,-1.497644061835e+01,5,3.727593720315e+03
2.220036039789e+01,-1.799777332922e+01,5,2.682695795280e+03
2.703100359723e+01,-2.079190738794e+01,5,1.930697728883e+03
3.297468031391e+01,-2.283958977422e+01,5,1.389495494373e+03
3.963016396254e+01,-2.364787629978e+01,5,1.000000000000e+03
4.632548989085e+01,-2.299469349383e+01,5,7.196856730012e+02
5.237221539473e+01,-2.106072827815e+01,5,5.179474679231e+02
5.733271963494e+01,-1.832117263243e+01,5,3.727593720315e+02
6.110410633949e+01,-1.530298603887e+01,5,2.682695795280e+02
6.382212808191e+01,-1.240325487037e+01,5,1.930697728883e+02
6.571764992538e+01,-9.841008719788e+00,5,1.389495494373e+02
6.701806279368e+01,-7.693888849465e+00,5,1.000000000000e+02
6.790627148609e+01,-5.954918149197e+00,5,7.196856730012e+01
6.851513052746e+01,-4.577338433794e+00,5,5.179474679231e+01
6.893604921504e+01,-3.501799284004e+00,5,3.727593720315e+01
6.923024341461e+01,-2.670169801774e+00,5,2.682695795280e+01
6.943828959181e+01,-2.031332880706e+00,5,1.930697728883e+01
6.958709568178e+01,-1.542795809487e+00,5,1.389495494373e+01
6.969463641347e+01,-1.170366637839e+00,5,1.000000000000e+01
6.977305757455e+01,-8.870792459038e-01,5,7.196856730012e+00
6.983067883862e+01,-6.719390717308e-01,5,5.179474679231e+00
6.987328101486e+01,-5.087403206845e-01,5,3.727593720315e+00
6.990493685934e+01,-3.850465973632e-01,5,2.682695795280e+00
6.992855249594e+01,-2.913529283130e-01,5,1.930697728883e+00
6.994622495842e+01,-2.204156996464e-01,5,1.389495494373e+00
6.995948195782e+01,-1.667260670970e-01,5,1.000000000000e+00
6.996944529487e+01,-1.261007925508e-01,5,7.196856730012e-01
6.997694402675e+01,-9.536675959223e-02,5,5.179474679231e-01
6.998259402032e+01,-7.211901794775e-02,5,3.727593720315e-01
6.998685463411e+01,-5.453592181565e-02,5,2.682695795280e-01
6.999006957947e+01,-4.123827432063e-02,5,1.930697728883e-01
6.999249666862e+01,-3.118221522300e-02,5,1.389495494373e-01
6.999432964900e+01,-2.357788695380e-02,5,1.000000000000e-01
6.999571433469e+01,-1.782774148952e-02,5,7.196856730012e-02
6.999676058722e+01,-1.347978257287e-02,5,5.179474679231e-02
6.999755125031e+01,-1.019214873850e-02,5,3.727593720315e-02
6.999814883452e+01,-7.706298502029e-03,5,2.682695795280e-02
6.999860053096e+01,-5.826715212686e-03,5,1.930697728883e-02
6.999894197882e+01,-4.405550276958e-03,5,1.389495494373e-02
6.999920010079e+01,-3.331005319004e-03,5,1.000000000000e-02
1.029323599799e+01,-1.136965707118e+00,6,1.000000000000e+05
1.039537228770e+01,-1.499532359075e+00,6,7.196856730012e+04
1.053596963831e+01,-1.975762947167e+00,6,5.179474679231e+04
1.073138129980e+01,-2.599678754293e+00,6,3.727593720315e+04
1.100594117810e+01,-3.414083027802e+00,6,2.682695795280e+04
1.139621907060e+01,-4.471513028722e+00,6,1.930697728883e+04
1.195742980794e+01,-5.833857637439e+00,6,1.389495494373e+04
1.277262867061e+01,-7.568837975370e+00,6,1.000000000000e+04
1.396467033973e+01,-9.740067265927e+00,6,7.196856730012e+03
1.570860970349e+01,-1.238547403274e+01,6,5.179474679231e+03
1.823659426655e+01,-1.547788550992e+01,6,3.727593720315e+03
2.181727573940e+01,-1.886612263427e+01,6,2.682695795280e+03
2.668247666362e+01,-2.221383770085e+01,6,1.930697728883e+03
3.288652821355e+01,-2.499030175361e+01,6,1.389495494373e+03
4.014879135035e+01,-2.659070333536e+01,6,1.000000000000e+03
4.782022413456e+01,-2.659412291532e+01,6,7.196856730012e+02
5.508568717637e+01,-2.499960270448e+01,6,5.179474679231e+02
6.129489001980e+01,-2.222672969145e+01,6,3.727593720315e+02
6.616561811924e+01,-1.888015270883e+01,6,2.682695795280e+02
6.975112997712e+01,-1.549125661898e+01,6,1.930697728883e+02
7.228285174933e+01,-1.239722505910e+01,6,1.389495494373e+02
7.402947923151e+01,-9.749878851156e+00,6,1.000000000000e+02
7.522337643785e+01,-7.576765409801e+00,6,7.196856730012e+01
7.603983066636e+01,-5.840127620191e+00,6,5.179474679231e+01
7.660188556901e+01,-4.476403105429e+00,6,3.727593720315e+01
7.699273283059e+01,-3.417861443762e+00,6,2.682695795280e+01
7.726768006625e+01,-2.602579829576e+00,6,1.930697728883e+01
7.746335836738e+01,-1.977980739184e+00,6,1.389495494373e+01
7.760414165953e+01,-1.501222663421e+00,6,1.000000000000e+01
7.770640930499e+01,-1.138251218728e+00,6,7.196856730012e+00
7.778131090109e+01,-8.624173604471e-01,6,5.179474679231e+00
7.783654420317e+01,-6.530799803752e-01,6,3.727593720315e+00
7.787749955040e+01,-4.943617095954e-01,6,2.682695795280e+00
7.790800204068e+01,-3.741076880656e-01,6,1.930697728883e+00
7.793079857763e+01,-2.830440013617e-01,6,1.389495494373e+00
7.794788218959e+01,-2.141117822095e-01,6,1.000000000000e+00
7.796071146485e+01,-1.619474567159e-01,6,7.196856730012e-01
7.797036144493e+01,-1.224807479967e-01,6,5.179474679231e-01
7.797762900679e+01,-9.262570390804e-02,6,3.727593720315e-01
7.798310751254e+01,-7.004426845452e-02,6,2.682695795280e-01
7.798724035426e+01,-5.296593421679e-02,6,1.930697728883e-01
7.799035977319e+01,-4.005048729597e-02,6,1.389495494373e-01
7.799271525423e+01,-3.028372262455e-02,6,1.000000000000e-01
7.799449444627e+01,-2.289830732195e-02,6,7.196856730012e-02
7.799583866557e+01,-1.731378254833e-02,6,5.179474679231e-02
7.799685443768e+01,-1.309110634215e-02,6,3.727593720315e-02
7.799762212106e+01,-9.898230858366e-03,6,2.682695795280e-02
7.799820236845e+01,-7.484045433235e-03,6,1.930697728883e-02
7.799864097837e+01,-5.658657968584e-03,6,1.389495494373e-02
7.799897254405e+01,-4.278476065721e-03,6,1.000000000000e-02
1.029136537483e+01,-1.137995077956e+00,7,1.000000000000e+05
1.039212723528e+01,-1.501361467738e+00,7,7.196856730012e+04
1.053035689378e+01,-1.979026968634e+00,7,5.179474679231e+04
1.072171303132e+01,-2.605533026996e+00,7,3.727593720315e+04
1.098938272540e+01,-3.424644677759e+00,7,2.682695795280e+04
1.136809211032e+01,-4.490688611966e+00,7,1.930697728883e+04
1.191021748456e+01,-5.868891507466e+00,7,1.389495494373e+04
1.269476075165e+01,-7.633172589426e+00,7,1.000000000000e+04
1.383959392207e+01,-9.858462711410e+00,7,7.196856730012e+03
1.551572744312e+01,-1.260259195494e+01,7,5.179474679231e+03
1.795779714536e+01,-1.587090733263e+01,7,3.727593720315e+03
2.145563811130e+01,-1.955846197114e+01,7,2.682695795280e+03
2.629950451964e+01,-2.337804551310e+01,7,1.930697728883e+03
3.265163903007e+01,-2.681663450399e+01,7,1.389495494373e+03
4.036379288773e+01,-2.920346458829e+01,7,1.000000000000e+03
4.886259379631e+01,-2.994726349393e+01,7,7.196856730012e+02
5.726850454314e+01,-2.884177795611e+01,7,5.179474679231e+02
6.474038531806e+01,-2.618973146013e+01,7,3.727593720315e+02
7.078968866227e+01,-2.262380367252e+01,7,2.682695795280e+02
7.534433664239e+01,-1.879682542153e+01,7,1.930697728883e+02
7.860611931524e+01,-1.517709890194e+01,7,1.389495494373e+02
8.087291669939e+01,-1.200992806348e+01,7,1.000000000000e+02
8.242593112720e+01,-9.372527274053e+00,7,7.196856730012e+01
8.348680185371e+01,-7.245143659946e+00,7,5.179474679231e+01
8.421479074534e+01,-5.564346250996e+00,7,3.727593720315e+01
8.471886274772e+01,-4.254380475775e+00,7,2.682695795280e+01
8.507180863806e+01,-3.242685573620e+00,7,1.930697728883e+01
8.532185234853e+01,-2.466154480158e+00,7,1.389495494373e+01
8.550099748476e+01,-1.872651115125e+00,7,1.000000000000e+01
8.563065606270e+01,-1.420380559203e+00,7,7.196856730012e+00
8.572532557501e+01,-1.076458547579e+00,7,5.179474679231e+00
8.579495840647e+01,-8.153227820692e-01,7,3.727593720315e+00
8.584648500029e+01,-6.172623658699e-01,7,2.682695795280e+00
8.588479810171e+01,-4.671620673194e-01,7,1.930697728883e+00
8.591339535833e+01,-3.534754239735e-01,7,1.389495494373e+00
8.593480464342e+01,-2.674062474622e-01,7,1.000000000000e+00
8.595086998493e+01,-2.022667136764e-01,7,7.196856730012e-01
8.596294692806e+01,-1.529792866447e-01,7,5.179474679231e-01
8.597203815275e+01,-1.156930450995e-01,7,3.727593720315e-01
8.597888901821e+01,-8.748962837965e-02,7,2.682695795280e-01
8.598405577000e+01,-6.615867792767e-02,7,1.930697728883e-01
8.598795479025e+01,-5.002679436251e-02,7,1.389495494373e-01
8.599089850224e+01,-3.782750267120e-02,7,1.000000000000e-01
8.599312175281e+01,-2.860253099214e-02,7,7.196856730012e-02
8.599480132134e+01,-2.162693943629e-02,7,5.179474679231e-02
8.599607041919e+01,-1.635238044817e-02,7,3.727593720315e-02
8.599702950880e+01,-1.236412435423e-02,7,2.682695795280e-02
8.599775440154e+01,-9.348524552652e-03,7,1.930697728883e-02
8.599830233338e+01,-7.068394188068e-03,7,1.389495494373e-02
8.599871653159e+01,-5.344374977596e-03,7,1.000000000000e-02
1.028984717316e+01,-1.138824224076e+00,8,1.000000000000e+05
1.038949118885e+01,-1.502832731782e+00,8,7.196856730012e+04
1.052579188455e+01,-1.981647942277e+00,8,5.179474679231e+04
1.071383603727e+01,-2.610224451021e+00,8,3.727593720315e+04
1.097585940245e+01,-3.433089052085e+00,8,2.682695795280e+04
1.134504095027e+01,-4.505982796918e+00,8,1.930697728883e+04
1.187132919453e+01,-5.896769628348e+00,8,1.389495494373e+04
1.263013940079e+01,-7.684279862306e+00,8,1.000000000000e+04
1.373461042575e+01,-9.952486551632e+00,8,7.196856730012e+03
1.535095456408e+01,-1.277540088501e+01,8,5.179474679231e+03
1.771280345705e+01,-1.618570905981e+01,8,3.727593720315e+03
2.112217638481e+01,-2.011988907889e+01,8,2.682695795280e+03
2.591140228014e+01,-2.434136592743e+01,8,1.930697728883e+03
3.233209578199e+01,-2.837246725712e+01,8,1.389495494373e+03
4.036593838369e+01,-3.151382793516e+01,8,1.000000000000e+03
4.954867274093e+01,-3.304051491415e+01,8,7.196856730012e+02
5.899455317325e+01,-3.254003459359e+01,8,5.179474679231e+02
6.770951696419e+01,-3.015205187324e+01,8,3.727593720315e+02
7.498960639902e+01,-2.648376877850e+01,8,2.682695795280e+02
8.060056125598e+01,-2.228459278694e+01,8,1.930697728883e+02
8.468130705947e+01,-1.815859833466e+01,8,1.389495494373e+02
8.754202772720e+01,-1.446129158307e+01,8,1.000000000000e+02
